Node	BFS_Rank
FBgn0002622	1.0
FBgn0266599	0.979148305371105
FBgn0020238	0.9740552591288868
FBgn0003942	0.963597035793414
FBgn0000559	0.9540501509698086
FBgn0038037	0.9511238550514279
FBgn0034416	0.9452985426368005
FBgn0039858	0.9451060174032972
FBgn0025674	0.9446469857098854
FBgn0020910	0.9403736782699608
FBgn0032763	0.9399127635717124
FBgn0039713	0.9370600133610586
FBgn0031319	0.9361900655159665
FBgn0052451	0.932678017077447
FBgn0004107	0.9326184143238155
FBgn0037467	0.9319961857644421
FBgn0001942	0.9289718952512191
FBgn0015288	0.9275771130971949
FBgn0010265	0.9275057976885457
FBgn0019650	0.9264113128142054
FBgn0039757	0.9215640651631103
FBgn0024371	0.9198239092074413
FBgn0265416	0.9195329052723322
FBgn0053017	0.915869765504312
FBgn0001233	0.9151006724465216
FBgn0003274	0.9136244855535876
FBgn0030616	0.9091271126110606
FBgn0041171	0.9088528698491943
FBgn0035162	0.9077431867858146
FBgn0020618	0.9048225985067115
FBgn0010217	0.9042063792856042
FBgn0017545	0.9032802979019309
FBgn0261597	0.9025450707773222
FBgn0015946	0.9020070623347733
FBgn0031066	0.9009592393791584
FBgn0031318	0.9004134838607536
FBgn0026371	0.8988592458773057
FBgn0032660	0.8985752803593069
FBgn0031631	0.896258355570325
FBgn0031054	0.8944306437063806
FBgn0263705	0.893388069828056
FBgn0000964	0.8932350920239281
FBgn0035693	0.893043937552584
FBgn0003517	0.8923704274259872
FBgn0259896	0.8923583483750935
FBgn0036825	0.8917399105256424
FBgn0004106	0.8889090454807878
FBgn0031745	0.8887665894614512
FBgn0003279	0.8878584757376673
FBgn0031089	0.8874179926117123
FBgn0039217	0.8849609450270811
FBgn0034259	0.884825004087619
FBgn0034743	0.8845185508956966
FBgn0036311	0.8844544427188498
FBgn0023526	0.8843965900257401
FBgn0014366	0.8841860944940453
FBgn0000042	0.8829684557024132
FBgn0036679	0.8828466160130313
FBgn0005671	0.882782533405084
FBgn0030668	0.8826357218655831
FBgn0086690	0.8823840097170952
FBgn0039359	0.881925952816065
FBgn0037345	0.881471054609094
FBgn0034009	0.8814639698860419
FBgn0029176	0.8812288033652883
FBgn0052369	0.8788862602374713
FBgn0016131	0.8781122624609133
FBgn0263237	0.878066547461907
FBgn0031957	0.8780070655894283
FBgn0035097	0.8775043341813215
FBgn0037156	0.8773811155058001
FBgn0037493	0.8772571390104795
FBgn0004867	0.8771233008939472
FBgn0039030	0.8768175531567994
FBgn0003884	0.8764593462551191
FBgn0035643	0.8762236010146279
FBgn0027572	0.8740223111866366
FBgn0002593	0.8733929757431856
FBgn0010198	0.8732820300170288
FBgn0038819	0.8730930934738338
FBgn0086472	0.8718786205532805
FBgn0005427	0.8717339610888402
FBgn0000377	0.8707248938716047
FBgn0030748	0.869363371953753
FBgn0034331	0.868959187639688
FBgn0030716	0.868918546046462
FBgn0000166	0.8674006723545095
FBgn0014857	0.8673409988937103
FBgn0011277	0.8662774384308198
FBgn0010409	0.8660299882732888
FBgn0032889	0.8659358140886622
FBgn0011661	0.8655769917032852
FBgn0011289	0.863970008349822
FBgn0000259	0.8633371641968872
FBgn0263774	0.863149054698295
FBgn0004859	0.8624511492681205
FBgn0004177	0.8624388800556932
FBgn0086134	0.8618624730933874
FBgn0032493	0.8614856432805443
FBgn0015282	0.8613380086197744
FBgn0017579	0.8610448313880893
FBgn0015797	0.8610423689615921
FBgn0004907	0.8607301663989119
FBgn0025839	0.8607248313593248
FBgn0035640	0.8603152026026261
FBgn0037344	0.8600407899417434
FBgn0029897	0.8600064865134945
FBgn0261931	0.8597765217786676
FBgn0267967	0.8593597516015089
FBgn0001123	0.8582328978447239
FBgn0035707	0.8581256120180938
FBgn0267790	0.8574218235332377
FBgn0022764	0.8555218793992319
FBgn0026175	0.8548028391780739
FBgn0011224	0.8541653971776861
FBgn0013725	0.8540572288861696
FBgn0028577	0.8534927246231905
FBgn0261596	0.8534432426445684
FBgn0261617	0.8529127163792937
FBgn0002901	0.8525991819124711
FBgn0036617	0.8519426399211372
FBgn0264493	0.8514286258289867
FBgn0003124	0.8507671157205683
FBgn0031850	0.8506237022784079
FBgn0030400	0.8503735460707347
FBgn0260799	0.8497071689244491
FBgn0004363	0.8497050250871806
FBgn0027949	0.8493944076135787
FBgn0036361	0.8492063800466145
FBgn0033460	0.8492045709877795
FBgn0035691	0.8490441113624828
FBgn0261278	0.8487641831454397
FBgn0003892	0.8487201590945831
FBgn0022936	0.8481559727970688
FBgn0039395	0.8481253304803282
FBgn0031450	0.8480135622344354
FBgn0001078	0.8479833450043909
FBgn0259481	0.8478474524945723
FBgn0039147	0.846870657056363
FBgn0037351	0.8461982234771198
FBgn0040534	0.8460677876352865
FBgn0015818	0.8459668094338254
FBgn0030003	0.8458045237402932
FBgn0264492	0.8456899711463345
FBgn0032518	0.8453518639211559
FBgn0027052	0.8452600728262277
FBgn0040359	0.8448211706667221
FBgn0026562	0.8442536422185744
FBgn0010317	0.843976722707781
FBgn0265003	0.8436373161857781
